date	pruid	prname	prnameFR	numconf	numprob	numdeaths	numtotal	numtoday	numtested
25-03-2020	99	Repatriated travellers	Voyageurs rapatriés	13	0	0	13	0	
26-03-2020	99	Repatriated travellers	Voyageurs rapatriés	13	0	0	13	0	
27-03-2020	99	Repatriated travellers	Voyageurs rapatriés	13	0	0	13	0	
28-03-2020	99	Repatriated travellers	Voyageurs rapatriés	13	0	0	13	0	
29-03-2020	99	Repatriated travellers	Voyageurs rapatriés	13	0	0	13	0	
